MoveName,Type,Category,Power,Accuracy,PP,Description
아쿠아스텝,물,물리,80,100,10,물 흐르듯 민첩하고 경쾌한 발재간으로 상대를 농락하여 데미지를 준다. 자신의 스피드를 1랭크 올린다.
아쿠아제트,물,물리,40,100,20,눈에 보이지 않는 굉장한 속도로 상대에게 돌진한다. 반드시 선제 공격을 할 수 있다.
아쿠아커터,물,물리,70,100,20,압력을 가한 물을 칼날처럼 분사해서 상대를 베어 가른다. 급소에 맞기 쉽다.
아쿠아테일,물,물리,90,90,10,세차게 날뛰는 거친 파도와 같이 큰 꼬리를 흔들어서 공격한다.
열탕,물,특수,80,100,15,뜨겁게 끓어오르는 물을 상대에게 발사해서 공격한다. 30% 확률로 상대를 화상 상태로 만든다.
웨이브태클,물,물리,120,100,10,물을 두루고 온몸으로 상대에게 부딪친다. 자신도 대상에게 준 피해의 1/3만큼 반동 피해를 받는다.
제트펀치,물,물리,60,100,15,거센 물살을 주먹에 둘러 눈에 보이지 않는 속도로 펀치를 날린다. 반드시 선제공격할 수 있다.
집게해머,물,물리,100,90,10,큰 집게를 상대에게 내리쳐서 공격한다. 급소에 맞을 확률이 높다.
찬물끼얹기,물,특수,50,100,20,상대의 기운이 빠질 정도로 차가운 물을 끼얹어서 공격한다. 상대의 공격을 1랭크 떨어뜨린다.
퀵턴,물,물리,60,100,20,공격한 뒤 굉장한 스피드로 돌아와서 교대 포켓몬과 교체한다.
탁류,물,특수,90,85,10,탁해진 물을 상대에게 발사하여 공격한다. 30% 확률로 상대의 명중률을 1랭크 떨어뜨린다.
트리플다이브,물,물리,30,95,10,호흡이 척척 맞게 다이빙해서 상대에게 물보라를 끼얹는다. 3회 연속으로 데미지를 준다.
파도타기,물,특수,90,100,15,큰 파도를 일으켜 주위에 있는 모든 포켓몬을 공격한다. 다이빙 중인 상대에겐 위력이 2배다.
폭포오르기,물,물리,80,100,15,굉장한 기세로 상대에게 돌진한다. 20%의 확률로 상대를 풀죽게 만들 때가 있다.
하이드로스팀,물,특수,80,100,15,펄펄 긇는 물을 기세 좋게 뿜어낸다. 햇살이 강할 때 기술의 위력이 떨어지기는커녕 1.5배가 된다.
하이드로캐논,물,특수,150,90,5,물의 대포를 상대에게 발사하여 공격한다. 사용 후 1턴 간 행동할 수 없다.
하이드로펌프,물,특수,110,80,5,대량의 물을 세찬 기세로 상대에게 발사하여 공격한다.
해수스파우팅,물,특수,150,100,5,바닷물을 내뿜어 공격한다. 자신의 HP가 적을수록 기술의 위력이 떨어진다.
구르기,바위,물리,30,90,20,5턴 동안 구르기를 반복하여 공격한다. 기술이 맞을 떄마다 위력이 올라간다.
다이아스톰,바위,물리,100,95,5,다이아 폭풍을 일으켜 데미지를 준다. 50% 확률로 자신의 방어를 2랭크 올린다.
돌떨구기,바위,물리,50,90,15,작은 바위를 들어올려 상대에게 내던져서 공격한다.
떨어뜨리기,바위,물리,50,100,15,돌이나 구슬을 던져서 날고 있는 상대를 공격한다. 맞은 상대는 땅에 떨어진다.
록블라스트,바위,물리,25,90,10,단단한 암석을 상대에게 발사하여 공격한다. 2-5회 동안 연속으로 쓴다.
록커트,바위,변화,0,0,20,몸을 닦아 공기의 저항을 적게 한다. 스피드를 2랭크 올릴 수 있다.
메테오빔,바위,특수,120,90,10,1턴째에 우주의 힘을 모아서 특수공격을 1랭크 올리고 2턴째에 상대를 공격한다.
모래바람,바위,변화,0,0,10,"5턴 동안 모래바람을 일으켜 바위, 땅, 강철타입 이외의 상대에게 데미지를 준다."
소금절이,바위,물리,40,100,15,상대를 소금절이 상태로 만들어 매 턴 최대 체력의 1/8의 데미지를 준다. 강철타입이나 물타입에게는 매턴 최대 체력의 1/4의 데미지를 준다.
스텔스록,바위,변화,0,0,20,상대의 주위에 무수한 바위를 띄워 교체되어 나온 상대 포켓몬에게 데미지를 준다. 교체되어 나온 포켓몬의 바위타입 상성에 따라 데미지가 달라진다.
스톤샤워,바위,물리,75,90,10,큰 바위를 세차게 부딪쳐서 공격한다. 30% 확률로 상대를 풀죽게 만든다.
스톤에지,바위,물리,100,80,5,뾰족한 바위를 상대에게 꿰찔러서 공격한다. 급소에 맞을 확률이 높다.
암석봉인,바위,물리,60,95,15,암석을 내던져서 공격한다. 상대의 움직임을 봉인함으로 스피드를 1랭크 떨어뜨린다.
암석액스,바위,물리,65,90,15,암석 도끼로 공격한다. 흩어진 암석 파편은 상대의 주위에 떠다니게 된다.
암석포,바위,물리,150,90,5,거대한 바위를 상대에게 발사하여 공격한다. 다음 턴은 움직일 수 없게 된다.
액셀록,바위,물리,40,100,20,재빠른 스피드로 상대에게 부딪쳐서 공격한다. 반드시 선제공격할 수 있다.
양날박치기,바위,물리,150,80,5,목숨을 걸고 풀파워로 박치기를 한다. 자신도 대상에게 준 피해의 1/2만큼 반동 피해를 받는다.
와이드가드,바위,변화,0,0,10,같은 편 전원에게 향하는 공격을 1턴 동안 막는다.
원시의힘,바위,특수,60,100,5,원시의 힘으로 공격한다. 10% 확률로 자신의 모든 능력이 1랭크 오른다.
타르샷,바위,변화,0,0,10,끈적끈적한 타르를 날려서 상대의 스피드를 1랭크 떨어뜨린다. 상대는 불꽃이 약점이 된다.
파워젬,바위,특수,80,100,20,보석처럼 반짝이는 빛을 발사해서 상대를 공격한다.
파워풀에지,바위,물리,95,100,5,머리에 축적된 빛으로 절단한다. 방어하고 있어도 공격은 맞는다.
거미집,벌레,변화,0,0,10,끈적끈적하고 가는 실을 칭칭 휘감아 상대를 배틀에서 도망칠 수 없게 한다.
공격지령,벌레,물리,90,100,15,부하를 불러내어 상대를 향해서 공격시킨다. 급소에 맞을 확률이 높다.
꽃가루경단,벌레,특수,90,100,15,상대에게는 폭발하는 경단을 사용하여 공격한다. 같은 편에게는 회복하는 경단을 준다.
끈적끈적네트,벌레,변화,0,0,20,상대의 주위에 끈적끈적한 네트를 둘러 펼쳐 교체되어 나온 상대의 스피드를 1랭크 떨어뜨린다. 부유 특성이나 비행타입 포켓몬은 네트를 밟지 않는다.
나비춤,벌레,변화,0,0,20,신비롭고 아름다운 춤을 경쾌하게 춘다. 자신의 특수공격과 특수방어와 스피드를 1랭크 올린다.
달려들기,벌레,물리,50,100,20,상대에게 달려들어 공격한다. 상대의 스피드를 1랭크 떨어뜨린다.
더블니들,벌레,물리,25,100,20,2개의 침을 상대에게 꿰찔러 공격한다. 2회 연속으로 공격한다. 20% 확률로 독 상태로 만든다.
덤벼들기,벌레,물리,80,100,15,전력으로 상대에게 덤벼들며 공격한다. 상대의 공격을 1랭크 떨어뜨린다.
마지막일침,벌레,물리,50,100,25,이 기술을 사용하여 상대를 쓰러뜨리면 공격이 3랭크 오른다.
만나자마자,벌레,물리,90,100,10,위력이 높은 기술이지만 배틀에 나가서 바로 쓰지 않으면 성공할 수 없다.
메가혼,벌레,물리,120,85,10,단단하고 훌륭한 뿔로 마음껏 상대를 꿰찔러서 공격한다.
바늘미사일,벌레,물리,25,95,20,날카로운 침을 상대에게 발사해서 공격한다. 2-5회 동안 연속으로 쓴다.
반딧불,벌레,변화,0,0,20,깜빡거리는 빛을 바라보고 정신을 통일하여 자신의 특수공격을 3랭크 올린다.
방어지령,벌레,변화,0,0,10,부하를 불러내어 자신의 몸을 뒤덮게 한다. 자신의 방어와 특수방어를 1랭크 올린다.
벌레먹기,벌레,물리,60,100,20,물어서 공격한다. 상대가 나무열매를 지니고 있을 때 먹어서 나무열매의 효과를 받을 수 있다.
벌레의야단법석,벌레,특수,90,100,10,진동으로 음파를 일으켜서 공격한다. 10% 확률로 상대의 특수방어를 1랭크 떨어뜨린다.
벌레의저항,벌레,특수,50,100,20,저항해서 상대를 공격한다. 상대의 특수공격을 1랭크 떨어뜨린다.
분노가루,벌레,변화,0,0,20,상대를 자극하는 가루를 자신에게 뿌려서 주의를 끈다. 상대의 공격은 모두 자신에게 향한다.
분진,벌레,변화,0,0,20,분진을 뒤집어쓴 상대가 불꽃 기술을 쓰면 폭발하여 데미지를 준다.
스레드트랩,벌레,변화,0,0,10,상대의 공격을 막음과 동시에 방에 태세를 갖춘다. 접촉한 대상의 스피드를 1랭크 내린다. 연속으로 사용하면 실패하기 쉽다.
시그널빔,벌레,특수,75,100,15,이상한 빛을 발사해서 공격한다. 10% 확률로 상대를 혼란시킨다.
시저크로스,벌레,물리,80,100,15,낫이나 발톱을 가위처럼 교차시키면서 상대를 베어 가른다.
실뿜기,벌레,변화,0,95,40,입에서 뿜어낸 실을 휘감아서 상대의 스피드를 2랭크 떨어뜨린다.
엄습하는일격,벌레,물리,70,90,10,배후에서 엄습해서 공격한다. 상대의 특수공격을 1랭크 떨어뜨린다.
엉겨붙기,벌레,특수,20,100,35,4-5턴 동안 상대에게 엉겨 붙어서 공격한다. 그동안 상대는 도망갈 수 없다.
연속자르기,벌레,물리,40,95,20,낫이나 발톱 등으로 상대를 베어 공격한다. 연속으로 맞히면 위력이 올라간다.
유턴,벌레,물리,70,100,20,공격한 뒤 굉장한 스피드로 돌아와서 교대 포켓몬과 교체한다.
은빛바람,벌레,특수,60,100,15,바람에 날개 가루를 날려서 공격한다. 10% 확률로 자신의 모든 능력이 1랭크 올라간다.
하드롤러,벌레,물리,65,100,20,둥글게 뭉친 몸을 회전하여 상대를 뭉개 버린다. 30% 확률로 상대를 풀죽게 만든다. 대상이 작아지기를 사용했다면 필중하며 데미지가 2배다.
회복지령,벌레,변화,0,0,10,부하를 불러내어 상처를 회복한다. 최대 HP의 절반만큼 자신의 HP를 회복한다.
흡혈,벌레,물리,80,100,10,피를 빨아서 상대를 공격한다. 준 데미지의 1/2을 HP로 회복한다.
V제너레이트,불꽃,물리,180,95,5,"작열하는 불꽃을 이마에서 발생시켜 이판사판으로 몸통박치기한다. 자신의 방어, 특수방어, 스피드가 1랭크 떨어진다."
깜짝헤드,불꽃,특수,150,100,5,자신의 머리를 폭발시켜 주위의 모든 것을 공격한다. 자신도 최대 HP의 1/2만큼 데미지를 받는다.
니트로차지,불꽃,물리,50,100,20,불꽃을 둘러 상대를 공격한다. 힘을 모아서 자신의 스피드를 1랭크 올린다.
대격분,불꽃,물리,120,100,10,2-3턴 동안 불꽃을 마구 뿜어 대며 난동을 부린다. 난동 부린 뒤에는 혼란에 빠진다.
도깨비불,불꽃,변화,0,85,15,으스스하고 괴상한 불꽃을 쏘아 상대를 화상 상태로 만든다.
마그마스톰,불꽃,특수,100,75,5,세차게 타오르는 불꽃 속에 4-5턴 동안 상대를 가두어 공격한다.
매지컬플레임,불꽃,특수,75,100,10,입에서 내뱉는 아주 뜨거운 불꽃으로 공격한다. 상대의 특수공격을 1랭크 떨어뜨린다.
번액셀,불꽃,물리,80,100,10,30% 확률로 상대를 화상 상태로 만든다.
분연,불꽃,특수,80,100,15,새빨간 불꽃으로 주위에 있는 모두 공격한다. 30% 확률로 상대를 화상 상태로 만들 때가 있다.
분화,불꽃,특수,150,100,5,분노를 폭발시켜 공격한다. 자신의 HP가 적을수록 기술의 위력이 떨어진다.
불꽃세례,불꽃,특수,40,100,25,작은 불꽃을 상대에게 발사하여 공격한다. 10% 확률로 상대를 화상 상태로 만든다. 얼음 상태이상을 해제한다.
불꽃엄니,불꽃,물리,65,95,15,불꽃을 두른 이빨로 문다. 10% 확률로 상대를 풀죽게 하거나 화상 상태로 만든다.
불꽃의맹세,불꽃,특수,80,100,10,불꽃기둥으로 공격한다. 풀과 조합하면 위력이 올라가고 주위가 불바다가 된다.
불꽃채찍,불꽃,물리,80,100,15,불타는 채찍으로 상대를 친다. 공격을 받은 상대는 방어가 1랭크 떨어진다.
불꽃춤,불꽃,특수,80,100,10,불꽃을 두른 날개를 쳐서 공격한다. 50% 확률로 자신의 특수공격이 1랭크 올라간다.
불꽃튀기기,불꽃,특수,70,100,15,맞으면 튀는 불꽃으로 상대를 공격한다. 튕긴 불꽃은 옆의 상대에게도 쏟아진다.
불꽃펀치,불꽃,물리,75,100,15,불꽃을 담은 펀치로 상대를 공격한다. 10% 확률로 상대를 화상 상태로 만든다.
불대문자,불꽃,특수,110,85,5,큰대자의 불꽃으로 상대를 불태운다. 10%의 확률로 상대를 화상 상태로 만든다.
불사르기,불꽃,특수,130,100,5,전신의 불꽃을 모두 태워서 큰 데미지를 준다. 사용자의 불꽃 타입이 없어진다. 사용자가 이미 불꽃 타입이 아니면 실패한다. 대상의 얼음을 치료한다.
불태우기,불꽃,특수,60,100,15,불꽃으로 상대를 공격한다. 상대가 나무열매 등을 지니고 있을 때 불태워서 쓸 수 없게 만든다.
블라스트번,불꽃,특수,150,90,5,폭발하는 불꽃으로 상대를 태워서 공격한다. 사용 후 1턴 간 행동할 수 없다.
블레이즈킥,불꽃,물리,85,90,15,10% 확률로 상대를 화상 상태로 만든다. 급소에 맞을 확률이 높다.
성스러운불꽃,불꽃,물리,100,95,5,신비한 불꽃으로 상대를 태워서 공격한다. 50% 확률로 상대를 화상 상태로 만든다.
아머캐논,불꽃,특수,120,100,5,자신의 갑옷을 활활 타오르는 탄환으로 발사해서 공격한다. 자신의 방어와 특수방어가 1랭크 떨어진다.
연옥,불꽃,특수,100,50,5,격렬한 불꽃으로 상대를 둘러싸 공격한다. 화상 상태로 만든다.
열불내기,불꽃,물리,75,100,10,자포자기하는 기세로 공격한다. 앞 턴에서 기술이 빗나갔다면 위력이 2배가 된다.
열풍,불꽃,특수,95,90,10,뜨거운 숨결을 상대에게 내뿜어 공격한다. 10% 확률로 상대를 화상 상태로 만든다.
오버히트,불꽃,특수,130,90,5,풀 파워로 상대를 공격한다. 쓰면 반동으로 자신의 특수공격이 2랭크 떨어진다.
원념의칼,불꽃,물리,90,100,10,현세의 미련을 칼끝에 담아 베어 버린다. 입힌 데미지의 절반에 해당하는 HP를 회복할 수 있다.
질투의불꽃,불꽃,특수,70,100,5,질투의 에너지로 상대를 공격한다. 그 턴에 능력이 올라간 포켓몬을 화상 상태로 만든다.
쾌청,불꽃,변화,0,0,5,5턴 동안 햇살을 강하게 해서 불꽃타입 기술의 위력을 올린다.
크로스플레임,불꽃,특수,100,100,5,거대한 불꽃을 내리친다. 거대한 천둥의 영향을 받아 기술의 위력이 올라간다.
트랩셸,불꽃,특수,150,100,5,껍질의 트랩을 설치한다. 상대가 물리 기술을 쓰면 폭발해서 데미지를 준다.
푸른불꽃,불꽃,특수,130,85,5,아름다우면서도 격렬한 푸른불꽃으로 상대를 둘러싸서 공격한다. 20% 확률로 상대를 화상 상태로 만든다.
플레어드라이브,불꽃,물리,120,100,15,불꽃을 두르고 돌진한다. 자신도 대상에게 준 피해의 1/3만큼 반동 피해를 받는다. 10%의 확률로 상대를 화상 상태로 만든다.
플레어송,불꽃,특수,80,100,10,"활활 타오르는 불꽃을 노래하듯 뿜어서 상대를 태워 버린다. 자신의 특수공격을 1랭크 올린다.,"
화염바퀴,불꽃,물리,60,100,25,불꽃을 둘러 상대에게 돌진 공격한다. 10% 확률로 상대를 화상 상태로 만든다.
화염방사,불꽃,특수,90,100,15,세찬 불꽃을 상대에게 발사해서 공격한다. 10% 확률로 상대를 화상 상태로 만든다.
화염볼,불꽃,물리,120,90,5,작은 돌을 태운 불꽃의 공으로 상대로 공격한다. 사용자 및 대상의 얼음을 치료한다. 10%의 확률로 상대를 화상 상태로 만든다.
화염의수호,불꽃,변화,0,0,10,상대의 공격을 초고열의 털로 방어하는 동시에 접촉한 상대에게 화상 상태로 만든다.
화염탄,불꽃,특수,100,100,5,새빨간 불꽃으로 자신의 주위에 있는 모든 포켓몬을 공격한다. 30% 확률로 대상을 화상 상태로 만든다. 대상의 얼음을 치료한다.
회오리불꽃,불꽃,특수,35,85,15,세차게 소용돌이치는 불꽃 속에 4-5턴 동안 상대를 가두어 공격한다.
히트스탬프,불꽃,물리,0,100,10,불타는 몸으로 상대에게 부딪쳐서 공격한다. 자신이 상대보다 무거울수록 위력이 올라간다.
공중날기,비행,물리,90,95,15,1턴째는 하늘을 날아 2턴째에 상대를 공격한다.
깃털댄스,비행,변화,0,100,15,깃털을 흩뿌려 상대의 몸에 휘감는다. 상대의 공격을 2랭크 떨어뜨린다.
날개쉬기,비행,변화,0,0,5,땅에 내려와 몸을 쉬게 한다. 사용자의 최대 HP의 절반만큼 HP를 회복한다. 사용한 턴 동안 사용자의 비행타입이 없어진다. 단일 비행타입 또는 노말/비행의 경우 노말타입이 된다.
날개치기,비행,물리,60,100,35,크게 펼친 훌륭한 날개를 상대에게 부딪쳐서 공격한다.
더블윙,비행,물리,40,90,10,날개를 상대에게 부딪쳐서 공격한다. 2회 연속으로 데미지를 준다.
데스윙,비행,특수,80,100,10,조준한 상대로부터 HP를 흡수한다. 준 데미지의 3/4만큼 HP를 회복한다.
따라하기,비행,변화,0,0,20,상대가 사용한 기술을 흉내 내어 자신도 똑같은 기술을 쓴다.
뛰어오르기,비행,물리,85,85,5,하늘 높이 뛰어올라 2턴째에 상대를 공격한다. 30% 확률로 상대를 마비 상태로 만든다.
바람일으키기,비행,특수,40,100,35,날개로 일으킨 격한 바람을 상대에게 부딪쳐서 공격한다.
부리캐논,비행,물리,100,100,15,먼저 부리를 가열시킨 다음 공격을 날린다. 가열 중에 접촉기로 공격하면 화상을 입는다.
불새,비행,물리,140,90,5,2턴째에 상대를 공격한다. 30% 확률로 풀죽게 만든다. 급소에 맞을 확률이 높다.
브레이브버드,비행,물리,120,100,20,날개를 접어 저공비행으로 돌격한다. 자신도 대상에게 준 피해의 1/3만큼 반동 피해를 받는다.
수다,비행,특수,65,100,20,매우 시끄럽고 수다스러운 음파로 상대를 공격한다. 상대를 혼란시킨다.
순풍,비행,변화,0,0,15,세차게 불어대는 바람의 소용돌이를 만들어 4턴 동안 같은 편 모두의 스피드를 올린다.
안개제거,비행,변화,0,0,15,강한 바람으로 상대의 리플렉터나 빛의장막 등을 제거한다. 회피율도 1랭크 떨어뜨린다.
애크러뱃,비행,물리,55,100,15,경쾌하게 상대를 공격한다. 자신이 도구를 지니고 있지 않을 때 큰 데미지를 준다.
에어로블라스트,비행,특수,100,95,5,공기의 소용돌이를 발사하여 공격한다. 급소에 맞기 쉽다.
에어슬래시,비행,특수,75,95,15,하늘까지 베어 가르는 공기의 칼날로 공격한다. 30% 확률로 상대를 풀죽게 만든다.
에어커터,비행,특수,60,95,25,날카로운 바람으로 상대를 베어 공격한다. 급소에 맞을 확률이 높다.
제비반환,비행,물리,60,0,20,재빠른 움직임으로 상대를 농락해 벤다. 공격은 반드시 명중한다.
쪼기,비행,물리,35,100,35,날카롭고 뾰족한 부리나 뿔로 상대를 쪼아서 공격한다.
쪼아대기,비행,물리,60,100,20,부리로 공격한다. 상대가 나무열매를 지니고 있을 때 쪼아서 나무열매의 효과를 받을 수 있다.
찬바람폭풍,비행,특수,100,80,10,심신을 모두 떨게 만드는 차갑고도 거친 바람으로 공격한다. 30% 확률로 상대의 스피드를 1랭크 떨어뜨린다.
폭풍,비행,특수,110,70,10,강렬한 바람으로 상대를 둘러싸서 공격한다. 30% 확률로 상대를 혼란 상태로 만든다.
프리폴,비행,물리,60,100,10,1턴째에 상대를 하늘로 끌고 가서 2턴째에 떨어뜨려 공격한다. 끌려간 상대는 움직일 수 없다.
화룡점정,비행,물리,120,100,5,넓은 하늘에서 급속으로 강하하여 상대를 공격한다. 자신의 방어와 특수방어가 떨어진다.
회전부리,비행,물리,80,100,20,회전하면서 뾰족한 부리를 상대에게 꿰찔러 공격한다.
DD래리어트,악,물리,85,100,10,양팔을 돌려 상대에게 부딪친다. 상대의 능력 변화에 상관없이 데미지를 준다.
가로채기,악,변화,0,0,10,상대가 사용하려고 한 회복 기술이나 능력 변화의 기술을 빼앗아 자신에게 쓴다.
거짓울음,악,변화,0,100,20,우는 척을 하며 눈물을 흘린다. 난처하게 만들어 상대의 특수방어를 2랭크 떨어뜨린다.
금제,악,변화,0,100,15,지니게 한 도구를 5턴 동안 쓸 수 없게 한다. 트레이너도 그 포켓몬에게는 도구를 쓸 수 없다.
기습,악,물리,70,100,5,상대보다 먼적 공격할 수 있다. 상대가 쓴 기술이 공격기술이 아니면 실패한다.
기어오르기,악,물리,20,100,10,자신의 강함을 뻐기고 공격한다. 자신의 능력이 올라가 있는 만큼 위력이 오른다.
깜짝베기,악,물리,70,100,15,순간적으로 빈틈을 노려 상대를 베어 버린다. 급소에 맞을 확률이 높다.
깨물어부수기,악,물리,80,100,15,날카로운 이빨로 상대를 깨물어 부숴서 공격한다. 20% 확률로 상대의 방어를 1랭크 떨어뜨린다.
나쁜음모,악,변화,0,0,20,나쁜 일을 생각해서 머리를 활성화시킨다. 자신의 특수공격을 2랭크 올린다.
나이트버스트,악,특수,85,95,10,암흑의 충격파를 날려서 상대를 공격한다. 40% 확률로 명중률을 1랭크 떨어뜨린다.
내던지기,악,물리,0,100,10,지니게 한 도구를 재빠르게 내던져서 공격한다. 도구에 따라 위력과 효과가 바뀐다.
다크액셀,악,물리,80,100,10,30% 확률로 상대를 잠듦 상태로 만든다.
다크홀,악,변화,0,50,10,암흑의 세계로 끌고 가서 떨어뜨려 상대를 잠듦 상태로 만든다. 다크라이가 아닌 포켓몬이 사용하면 실패한다.
도각참,악,물리,85,0,10,머리를 조아려 상대를 방심하게 만든 뒤에 베어 버린다. 공격은 반드시 명중한다.
도둑질,악,물리,60,100,25,공격과 동시에 도구를 훔친다. 자신이 도구를 지니고 있을 경우에는 훔칠 수 없다.
도발,악,변화,0,100,20,상대를 화나게 한다. 3턴 동안 상대는 데미지를 주는 기술밖에 쓸 수 없게 된다.
뒤집어엎기,악,변화,0,100,20,상대에게 걸려 있는 모든 능력 변화를 뒤집어서 반대로 만든다.
따라가때리기,악,물리,40,100,20,상대 포켓몬이 교체될 때 기술을 쓰면 2배의 위력으로 공격할 수 있다.
막말내뱉기,악,변화,0,100,20,막말을 내뱉어 상대를 위협하여 공격과 특수공격을 1랭크 떨어뜨린 후 교대 포켓몬과 교체한다.
물고버티기,악,물리,80,100,10,어느 한쪽이 기절할 때까지 교체할 수 없게 된다. 한쪽의 포켓몬이 없어지면 효과가 사라진다.
물기,악,물리,60,100,25,날카롭고 뾰족한 이빨로 물어서 공격한다. 30% 확룰로 상대를 풀죽게 만든다.
바크아웃,악,특수,55,95,15,호되게 호통을 쳐서 상대의 특수공격을 1랭크 떨어뜨린다.
바꿔치기,악,변화,0,100,10,눈에 보이지 않는 속도로 자신과 상대가 지닌 물건을 교환한다.
보복,악,물리,50,100,10,모아서 공격한다. 상대보다 뒤에 공격할 수 있으면 기술의 위력은 2배가 된다.
부추기기,악,변화,0,100,15,상대를 부추겨서 혼란시킨다. 동시에 상대의 특수공격도 1랭크 올라가 버린다.
분풀이,악,물리,75,100,5,상대에 대한 울분이 담긴 공격을 한다. 그 턴에 능력이 떨어져 있으면 기술의 위력이 2배가 된다.
블로킹,악,변화,0,0,10,상대의 공격을 전혀 받지 않는다. 연속으로 쓰면 실패하기 쉽다. 접촉한 상대의 방어를 2랭크 떨어뜨린다.
비검천중파,악,물리,65,90,15,조개껍질 검으로 급소를 노려 공격한다. 조개껍질 파편은 압정이 되어 상대의 발밑에 흩어진다.
사죄의찌르기,악,물리,80,0,10,고개를 숙이는 척하면서 흐트러진 머리카락으로 찌른다. 공격은 반드시 명중한다.
세차게휘두르기,악,물리,60,100,20,자신의 몸을 세차게 휘둘러서 상대에게 데미지를 준다.
속여때리기,악,물리,60,0,20,슬금슬금 상대에게 다가가 방심한 틈을 타서 세게 때린다. 공격은 반드시 명중한다.
속임수,악,물리,95,100,15,상대의 힘을 이용한다. 싸우고 있는 상대의 공격이 높을수록 데미지가 올라간다.
손톱갈기,악,변화,0,0,15,손톱을 갈아 날카롭게 한다. 자신의 공격과 명중률을 1랭크 올린다.
순서미루기,악,변화,0,100,15,상대를 억눌러서 행동의 순서를 마지막으로 만든다.
승부굳히기,악,물리,60,100,15,그 턴에 상대가 이미 데미지를 입었다면 기술의 위력은 2배가 된다.
악의파동,악,특수,80,100,15,몸에서 악의로 가득한 무서운 오라를 발한다. 20% 확률로 상대를 풀죽게 만든다.
암흑강타,악,물리,75,100,5,악의 태세가 극에 달하여 강렬한 일격을 날린다. 반드시 급소에 맞는다.
앙갚음,악,물리,0,100,10,기술을 쓰기 전에 마지막으로 받은 기술의 데미지를 1.5배 늘려서 기술을 쓴 상대에게 돌려준다.
이차원러시,악,물리,100,0,5,많은 팔로 방어와 판별 등을 무시하는 연속 공격이다. 자신의 방어가 1랭크 떨어진다.
지옥찌르기,악,물리,80,100,15,이 기술에 맞은 상대는 지옥의 고통 때문에 2턴 동안 소리 기술을 낼 수 없다.
집단구타,악,물리,0,100,10,같은 편 전원이 공격한다. 동료 포켓몬이 많을수록 기술의 공격 횟수가 증가한다.
추억의선물,악,변화,0,100,15,자신은 기절하게 되지만 그 대신 상대의 공격과 특수공격을 2랭크 떨어뜨린다.
카타스트로피,악,특수,0,90,10,파멸적인 재앙에 휩쓸리게 하여 상대의 HP를 절반으로 만든다.
타오르는분노,악,특수,80,100,10,분노를 불꽃 같은 오라로 바꿔서 주위에 있는 모든 적을 공격한다. 20%의 확률로 상대를 풀죽게 만든다.
탁쳐서떨구기,악,물리,65,100,15,상대의 지닌 물건을 탁 쳐서 떨어뜨려 배틀이 끝날 때까지 사용할 수 없게 한다. 물건을 가진 상대에게는 데미지를 더 준다.
트집,악,변화,0,100,15,상대에게 트집을 잡아서 똑같은 기술을 2회 연속으로 쓸 수 없게 한다.
혼내기,악,물리,0,100,5,능력 변화로 상대가 파워 업 한 만큼 기술의 위력이 올라간다.
고드름떨구기,얼음,물리,85,90,10,큰 고드름을 격렬하게 부딪쳐서 공격한다. 30% 확률로 상대를 풀죽게 만든다.
고드름침,얼음,물리,25,100,30,날카로운 고드름을 상대에게 발사하여 공격한다. 2-5회 동안 연속으로 쓴다.
냉동빔,얼음,특수,90,100,10,냉동빔을 상대에게 발사하여 공격한다. 10% 확률로 상대를 얼음 상태로 만든다.
냉동펀치,얼음,물리,75,100,15,냉기를 담은 펀치로 상대를 공격한다. 10%의 확률로 상대를 얼음 상태로 만든다.
눈보라,얼음,특수,110,70,5,세찬 눈보라를 모든 상대에게 내뿜어 공격한다. 10% 확률로 상대를 얼음 상태로 만든다. 눈이 내리면 반드시 명중한다.
눈사태,얼음,물리,60,100,10,상대로부터 기술을 받으면 그 상대에 대해서 기술의 위력이 2배가 된다.
눈싸라기,얼음,특수,40,100,25,차가운 가랑눈을 상대에게 내뿜어 공격한다. 10% 확률로 상대를 얼음 상태로 만든다.
블리자드랜스,얼음,물리,120,100,5,눈보라를 두른 얼음의 창을 상대에게 던져서 공격한다.
빙산바람,얼음,물리,100,85,10,빙산처럼 커다란 얼음덩어리를 부딪쳐서 공격한다. 30%의 확률로 상대를 풀죽게 만든다.
설경,얼음,변화,0,0,10,5턴 동안 눈을 내리게 한다. 얼음타입의 방어가 올라간다.
싸라기눈,얼음,변화,0,0,10,5턴 동안 싸라기눈을 내리게 해서 얼음타입이 아닌 포켓몬 모두에게 데미지를 준다.
썰렁개그,얼음,변화,0,0,10,자리를 얼어붙게 만드는 개그를 하고 교대 포켓몬과 교체한다. 5턴 동안 눈을 내리게 한다.
아이스볼,얼음,물리,30,90,20,5턴 동안 계속 굴러서 공격한다. 기술이 맞을 때마다 위력이 올라간다.
아이스스피너,얼음,물리,80,100,15,발에 얇은 얼음을 두르고 빙글빙글 회전하며 부딪친다. 회전 운동에 의해 필드가 파괴된다.
아이스해머,얼음,물리,100,90,10,강하고 무거운 주먹을 휘둘러 데미지를 준다. 자신의 스피드가 1랭크 떨어진다.
얼어붙은바람,얼음,특수,55,95,15,차가운 냉기를 상대에게 내뿜어 공격한다. 상대의 스피드를 1랭크 떨어뜨린다.
